# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Dec  7 13:30:58 2023
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
#
pl_name,hostname,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_metratio,st_lum,rastr,ra,decstr,dec
WASP-2 b,WASP-2,2.15217500,0.031440,12.117,295.89973,0.005400,492.00,1311,K1,5180.00,0.87,[Fe/H],-0.313,20h30m54.13s,307.7255587,+06d25m45.59s,6.4293305
WASP-20 b,WASP-20,4.89962840,0.060000,16.388,98.84100,0.000000,259.86,1379,F9,5940.00,1.39,[Fe/H],0.338,00h20m38.53s,5.1605621,-23d56m08.84s,-23.9357894
WASP-21 b,WASP-21,4.32248200,0.052000,11.990,95.34500,0.000000,705.04,1340,G3 V,5800.00,1.06,[M/H],0.304,23h09m58.27s,347.4928024,+18d23m46.17s,18.3961597
WASP-22 b,WASP-22,3.53269000,0.047000,13.787,212.94610,0.020000,837.70,1502,G1 V,6000.00,1.24,[Fe/H],0.245,03h31m16.33s,52.8180374,-23d49m11.25s,-23.8197924
WASP-23 b,WASP-23,2.94442560,0.037600,10.783,280.95000,0.062000,317.43,1077,,5150.00,0.77,[Fe/H],-0.377,06h44m30.60s,101.1275033,-42d45m44.03s,-42.7622296
WASP-24 b,WASP-24,2.34121000,0.036510,15.468,394.10920,0.000000,934.47,1772,,6075.00,1.42,[Fe/H],0.331,15h08m51.72s,227.2154975,+02d20m35.83s,2.3432860
WASP-25 b,WASP-25,3.76483000,0.047300,11.994,139.84520,0.000000,357.01,1210,,5750.00,0.80,[Fe/H],-0.143,13h01m26.34s,195.3597581,-27d31m20.02s,-27.5222273
WASP-26 b,WASP-26,2.75660000,0.040000,13.563,270.15550,0.000000,1225.53,1650,G0,6034.00,1.22,[Fe/H],0.287,00h18m24.73s,4.6030424,-15d16m02.66s,-15.2674044
WASP-28 b,WASP-28,3.40883495,0.044200,13.664,282.54945,0.000000,724.65,1456,F8,6084.00,1.08,[Fe/H],0.150,23h34m27.90s,353.6162694,-01d34m47.95s,-1.5799849
WASP-29 b,WASP-29,3.92273000,0.045700,8.631,73.10090,0.030000,235.57,970,,4800.00,0.79,[Fe/H],-0.525,23h51m31.01s,357.8791976,-39d54m25.64s,-39.9071215
WASP-3 b,WASP-3,1.84683000,0.031500,15.917,772.32690,0.000000,2664.90,2020,,6400.00,1.44,[Fe/H],0.434,18h34m31.62s,278.6317411,+35d39m41.15s,35.6614312
WASP-31 b,WASP-31,3.40590960,0.046590,17.363,151.91600,0.000000,485.22,1307,,6302.00,1.25,[Fe/H],0.336,11h17m45.33s,169.4388603,-19d03m17.20s,-19.0547781
WASP-32 b,WASP-32,2.71866000,0.039400,10.761,835.89290,0.000000,616.33,1388,,6140.00,0.95,[Fe/H],0.193,00h15m50.81s,3.9617073,+01d12m01.84s,1.2005122
WASP-33 b,WASP-33,1.21987000,0.023900,17.856,665.21819,0.000000,9392.05,2782,A5,7430.00,1.44,[M/H],0.819,02h26m51.06s,36.7127375,+37d33m01.60s,37.5504441
WASP-34 b,WASP-34,4.31768000,0.052400,11.209,177.98480,0.040000,229.96,1250,,5700.00,0.91,[Fe/H],0.039,11h01m35.85s,165.3993679,-23d51m39.40s,-23.8609457
WASP-35 b,WASP-35,3.16158000,0.043170,14.572,225.65930,0.000000,758.10,1338,,5990.00,1.08,[Fe/H],0.144,05h04m19.65s,76.0818912,-06d13m47.21s,-6.2297801
WASP-36 b,WASP-36,1.53736596,0.026770,14.874,750.39663,0.019000,1422.61,1733,,5959.00,0.99,[Fe/H],0.001,08h46m19.29s,131.5803897,-08d01m37.15s,-8.0269855
WASP-37 b,WASP-37,3.57746900,0.044600,13.002,572.07000,0.000000,545.33,1232,,5800.00,1.00,[M/H],-0.021,14h47m46.53s,221.9438866,+01d03m54.08s,1.0650227
WASP-38 b,WASP-38,6.87188000,0.075220,13.787,1093.33520,0.030000,,1250,F8 V,6180.00,1.52,[Fe/H],0.453,16h15m50.33s,243.9597194,+10d01m56.68s,10.0324103
WASP-39 b,WASP-39,4.05525900,0.048600,14.235,88.98900,0.000000,316.31,1166,,5400.00,0.90,[Fe/H],-0.128,14h29m18.40s,217.3266477,-03d26m40.20s,-3.4444994
WASP-4 b,WASP-4,1.33823147,0.022600,14.807,376.94638,0.000000,1188.62,1673,G8,5400.00,0.89,[Fe/H],-0.179,23h34m15.10s,353.5629149,-42d03m42.41s,-42.0617794
WASP-41 b,WASP-41,3.05240000,0.040220,12.330,270.15550,0.000000,344.15,1244,,5545.00,0.83,[Fe/H],-0.195,12h42m28.51s,190.6188034,-30d38m23.34s,-30.6398176
WASP-41 c,WASP-41,421.00000000,1.070000,13.100,1010.69940,0.294000,,241,,5545.00,0.87,[Fe/H],-0.195,12h42m28.51s,190.6188034,-30d38m23.34s,-30.6398176
WASP-42 b,WASP-42,4.98168190,0.056100,12.576,167.49641,0.062000,137.12,1021,,5315.00,0.89,[Fe/H],-0.361,12h51m55.49s,192.9812030,-42d04m25.02s,-42.0736165
WASP-43 b,WASP-43,0.81347500,0.014200,10.424,565.71400,0.000000,680.89,1427,K7 V,4400.00,0.60,[Fe/H],-0.825,10h19m37.96s,154.9081869,-09d48m23.20s,-9.8064431
WASP-44 b,WASP-44,2.42380400,0.034530,12.330,276.51210,0.068000,533.00,1337,G8 V,5420.00,0.91,[Fe/H],-0.198,00h15m36.79s,3.9032733,-11d56m17.75s,-11.9382645
WASP-45 b,WASP-45,3.12608900,0.039630,10.604,306.38812,0.043000,294.00,1153,K2 V,5150.00,0.86,[Fe/H],-0.336,00h20m57.06s,5.2377567,-35d59m54.47s,-35.9984650
WASP-46 b,WASP-46,1.43036763,0.023350,13.159,607.05530,0.022000,1281.24,1636,G6 V,5600.00,0.86,[Fe/H],-0.111,21h14m56.88s,318.7370122,-55d52m18.71s,-55.8718634
WASP-47 b,WASP-47,4.15914920,0.052000,12.640,363.60000,0.002800,534.00,1275,,5552.00,1.14,[Fe/H],0.032,22h04m48.74s,331.2030920,-12d01m08.64s,-12.0190670
WASP-47 c,WASP-47,588.80000000,1.393000,13.500,500.00000,0.295000,,247,,5552.00,1.14,[Fe/H],0.024,22h04m48.74s,331.2030920,-12d01m08.64s,-12.0190670
WASP-47 d,WASP-47,9.03055000,0.085000,3.567,14.20000,0.010000,190.00,,,5552.00,1.14,[Fe/H],0.032,22h04m48.74s,331.2030920,-12d01m08.64s,-12.0190670
WASP-47 e,WASP-47,0.78959330,0.016730,1.808,6.77000,0.030000,4895.00,,,5552.00,1.14,[Fe/H],0.032,22h04m48.74s,331.2030920,-12d01m08.64s,-12.0190670
WASP-48 b,WASP-48,2.14363000,0.034440,16.814,254.26400,0.000000,3410.26,2035,,5920.00,1.58,[Fe/H],0.580,19h24m38.97s,291.1623865,+55d28m22.90s,55.4730273
WASP-49 b,WASP-49,2.78174000,0.037900,12.442,117.59710,0.000000,615.47,1400,G6 V,5600.00,0.97,[Fe/H],-0.053,06h04m21.53s,91.0897193,-16d57m55.40s,-16.9653901
WASP-5 b,WASP-5,1.62842790,0.026700,12.184,502.15000,0.038000,1559.48,1706,G5,5700.00,1.03,[Fe/H],0.067,23h57m23.77s,359.3490277,-41d16m37.99s,-41.2772202
WASP-50 b,WASP-50,1.95510000,0.029300,13.070,466.82870,0.009000,690.34,1395,,5400.00,0.84,[Fe/H],-0.198,02h54m45.14s,43.6880738,-10d53m52.89s,-10.8980242
WASP-52 b,WASP-52,1.74977980,0.027200,14.240,146.20000,0.000000,,1315,K2 V,5000.00,0.79,[Fe/H],-0.354,23h13m58.75s,348.4947931,+08d45m39.89s,8.7610793
WASP-53 b,WASP-53,3.30984430,0.041010,12.038,677.61356,0.030000,241.67,1053,,4953.00,0.80,[Fe/H],-0.463,02h07m38.20s,31.9091639,-20d39m42.63s,-20.6618430
WASP-53 c,WASP-53,2840.00000000,3.730000,,5196.52050,0.836900,,,,4953.00,0.80,[Fe/H],-0.463,02h07m38.20s,31.9091639,-20d39m42.63s,-20.6618430
WASP-54 b,WASP-54,3.69364000,0.049880,17.710,187.51970,0.070000,1639.11,1759,F9,6100.00,1.76,[Fe/H],0.575,13h41m49.02s,205.4542456,-00d07m41.42s,-0.1281712
WASP-55 b,WASP-55,4.46563000,0.055800,14.908,193.87630,0.000000,471.60,1300,,5900.00,1.09,[Fe/H],0.163,13h35m01.97s,203.7581951,-17d30m12.59s,-17.5034961
WASP-56 b,WASP-56,4.61710000,0.056140,10.536,143.02350,0.000000,447.82,1216,G6,5600.00,0.96,[Fe/H],0.103,12h13m27.85s,183.3660401,+23d03m20.47s,23.0556870
WASP-57 b,WASP-57,2.83891856,0.037690,11.769,204.68252,0.059000,702.39,1338,G6,5600.00,0.93,[Fe/H],-0.005,14h55m16.79s,223.8199788,-02d03m27.67s,-2.0576866
WASP-58 b,WASP-58,5.01718000,0.056200,16.029,308.29510,0.000000,404.71,1270,G2 V,5800.00,1.22,[Fe/H],0.160,18h18m48.30s,274.7012534,+45d10m19.99s,45.1722194
WASP-59 b,WASP-59,7.91958500,0.069700,8.687,274.27600,0.100000,38.03,670,K5 V,4650.00,0.61,[Fe/H],-0.794,23h18m29.51s,349.6229547,+24d53m21.40s,24.8892770
WASP-6 b,WASP-6,3.36101000,0.042170,11.545,117.59710,0.050000,273.03,1184,,5450.00,0.73,[Fe/H],-0.297,23h12m37.71s,348.1571282,-22d40m26.85s,-22.6741248
WASP-60 b,WASP-60,4.30500000,0.055480,9.864,174.80650,0.000000,925.49,1479,G1 V,5900.00,1.17,[Fe/H],0.347,23h46m40.01s,356.6667136,+31d09m21.28s,31.1559115
WASP-61 b,WASP-61,3.85590000,0.052100,15.805,851.78440,0.000000,1062.03,1624,,6250.00,1.55,[Fe/H],0.425,05h01m11.92s,75.2996637,-26d03m14.92s,-26.0541438
WASP-62 b,WASP-62,4.41195000,0.057100,14.796,165.27160,0.000000,653.25,1475,,6230.00,1.23,[Fe/H],0.346,05h48m33.56s,87.1398205,-63d59m17.98s,-63.9883286
WASP-63 b,WASP-63,4.37808000,0.057400,15.805,117.59710,0.000000,1103.27,1470,,5550.00,1.86,[Fe/H],0.449,06h17m20.73s,94.3363562,-38d19m24.18s,-38.3233826
WASP-64 b,WASP-64,1.57329180,0.026480,14.247,403.94500,0.000000,1563.64,1689,G7,5400.00,1.06,[Fe/H],-0.022,06h44m27.58s,101.1149223,-32d51m30.20s,-32.8583878
WASP-65 b,WASP-65,2.31142430,0.033400,12.464,492.62000,0.000000,796.89,1480,G6,5600.00,1.01,[Fe/H],0.055,08h53m17.83s,133.3242982,+08d31m22.86s,8.5230171
WASP-66 b,WASP-66,4.08605000,0.054600,15.693,746.90050,0.000000,1434.77,1570,,6600.00,1.76,[Fe/H],0.637,10h32m54.01s,158.2250301,-34d59m23.67s,-34.9899074
WASP-67 b,WASP-67,4.61442000,0.051790,12.890,136.66690,0.000000,,1003,,5200.00,0.88,[Fe/H],-0.294,19h42m58.52s,295.7438485,-19d56m59.03s,-19.9497314
WASP-68 b,WASP-68,5.08430000,0.062060,14.796,343.25640,0.000000,,1490,G0,5910.00,1.79,[Fe/H],0.505,20h20m22.97s,305.0957239,-19d18m53.02s,-19.3147271
WASP-69 b,WASP-69,3.86814000,0.045250,12.442,92.17070,0.000000,180.56,963,K5,4700.00,0.86,[Fe/H],-0.468,21h00m06.23s,315.0259661,-05d05m41.49s,-5.0948570
WASP-7 b,WASP-7,4.95464160,0.061700,14.908,305.11680,0.034000,612.69,1487,,6400.00,1.43,[Fe/H],0.537,20h44m10.26s,311.0427558,-39d13m31.75s,-39.2254856
WASP-70 A b,WASP-70 A,3.71302030,0.048530,13.047,187.51200,0.000000,,1387,G4,5763.00,1.22,[Fe/H],0.162,21h01m54.53s,315.4771912,-13d26m00.18s,-13.4333821
WASP-71 b,WASP-71,2.90367000,0.046220,13.227,441.78370,0.000000,3384.61,2049,F8,6050.00,1.82,[Fe/H],0.768,01h57m03.23s,29.2634506,+00d45m31.77s,0.7588247
WASP-72 b,WASP-72,2.21673000,0.037110,14.460,731.00900,0.000000,2007.96,2210,F7,6250.00,2.18,[Fe/H],0.724,02h44m09.62s,41.0400779,-30d10m08.68s,-30.1690785
WASP-73 b,WASP-73,4.08722000,0.055120,15.917,908.99380,0.000000,2242.36,1790,F9,6030.00,2.55,[Fe/H],0.795,21h19m47.93s,319.9496969,-58d08m56.16s,-58.1489328
WASP-74 b,WASP-74,2.13775000,0.034430,15.244,228.83760,0.000000,,1926,F9,5990.00,1.42,[Fe/H],0.400,20h18m09.32s,304.5388430,-01d04m33.61s,-1.0760033
WASP-75 b,WASP-75,2.48419300,0.037500,14.235,340.06000,0.000000,1657.00,1710,F9,6100.00,1.26,[Fe/H],0.304,22h49m32.62s,342.3858995,-10d40m31.69s,-10.6754686
WASP-76 b,WASP-76,1.80988600,0.033000,20.512,292.40360,0.000000,5139.03,2160,F7,6250.00,1.73,[Fe/H],0.689,01h46m31.90s,26.6329360,+02d42m01.40s,2.7003890
WASP-77 A b,WASP-77 A,1.36002854,0.023350,13.787,529.81995,0.007400,1440.00,1715,G8 V,5617.00,0.91,[Fe/H],-0.129,02h28m37.33s,37.1555223,-07d03m38.40s,-7.0606675
WASP-78 b,WASP-78,2.17518000,0.034880,21.633,352.79130,0.000000,4812.62,2470,,6100.00,2.46,[Fe/H],0.763,04h15m01.50s,63.7562662,-22d06m59.00s,-22.1163901
WASP-79 b,WASP-79,3.66239200,0.051900,17.150,270.15415,0.000000,1645.99,1716,F5,6600.00,1.51,[Fe/H],0.664,04h25m29.02s,66.3709016,-30d36m01.57s,-30.6004362
WASP-8 b,WASP-8,8.15872000,0.080100,12.666,807.28820,0.310000,209.12,1059,G8 V,5600.00,1.03,[Fe/H],-0.058,23h59m36.21s,359.9008737,-35d01m52.81s,-35.0313349
WASP-8 c,WASP-8,4323.00000000,5.280000,12.500,3003.37000,0.000000,,,G8 V,5690.00,0.99,[Fe/H],-0.058,23h59m36.21s,359.9008737,-35d01m52.81s,-35.0313349
WASP-80 b,WASP-80,3.06785234,0.034400,11.198,170.99254,0.002000,72.44,825,K7-M0 V,4143.00,0.59,[Fe/H],-1.040,20h12m40.03s,303.1667996,-02d08m39.97s,-2.1444369
WASP-81 b,WASP-81,2.71647620,0.039080,16.018,231.69807,0.066000,1034.09,1623,,5870.00,1.28,[Fe/H],0.246,20h16m49.92s,304.2079924,+03d17m38.22s,3.2939492
WASP-82 b,WASP-82,2.70579000,0.044700,18.159,371.86110,0.000000,3557.29,2190,F5,6480.00,2.10,[Fe/H],0.794,04h50m38.54s,72.6605916,+01d53m37.81s,1.8938365
WASP-83 b,WASP-83,4.97125200,0.059000,11.657,95.34900,0.000000,238.88,1120,G8,5510.00,1.05,[Fe/H],-0.050,12h40m36.47s,190.1519558,-19d17m03.67s,-19.2843527
WASP-84 b,WASP-84,8.52349648,0.077800,10.720,220.00000,0.077000,34.70,732,K0,5280.00,0.75,,-0.325,08h44m25.68s,131.1069959,+01d51m35.62s,1.8598933
WASP-84 c,WASP-84,1.44688490,0.023590,1.950,15.20000,,1452.18,1329,K0,5280.00,0.75,[M/H],-0.325,08h44m25.68s,131.1069959,+01d51m35.62s,1.8598933
WASP-85 A b,WASP-85 A,2.65567770,0.039000,13.899,402.05495,0.000000,640.33,1452,G5 V,6112.00,0.94,[M/H],-0.071,11h43m37.93s,175.9080328,+06d33m49.62s,6.5637842
WASP-87 b,WASP-87,1.68279500,0.029460,15.524,692.86940,0.000000,4170.10,2050,,6450.00,1.63,,0.537,12h21m17.92s,185.3246821,-52d50m26.94s,-52.8408163
WASP-88 b,WASP-88,4.95400000,0.064310,16.365,133.48860,0.000000,1489.55,1772,F6,6430.00,1.80,[Fe/H],0.724,20h38m02.70s,309.5112337,-48d27m43.50s,-48.4620833
WASP-89 b,WASP-89,3.35642270,0.042700,11.657,1875.19700,0.193000,,1120,K3,5130.00,0.88,[Fe/H],-0.343,20h55m36.01s,313.9000261,-18d58m17.07s,-18.9714084
WASP-90 b,WASP-90,3.91624300,0.056200,18.271,200.23290,0.000000,1704.49,1840,F6,6430.00,1.98,[Fe/H],0.630,21h02m07.67s,315.5319489,+07d03m22.61s,7.0562793
WASP-91 b,WASP-91,2.79858100,0.037000,11.545,425.89220,0.000000,332.56,1160,K3,4920.00,0.86,[Fe/H],-0.383,23h51m23.14s,357.8464340,-70d09m10.30s,-70.1528621
WASP-92 b,WASP-92,2.17467420,0.034800,16.376,255.85315,0.000000,1622.25,1871,F7,6280.00,1.34,[Fe/H],0.275,16h26m46.09s,246.6920395,+51d02m28.08s,51.0411328
WASP-93 b,WASP-93,2.73253210,0.042110,17.901,467.21010,0.000000,2531.13,1942,F4,6700.00,1.52,[Fe/H],0.618,00h37m50.10s,9.4587443,+51d17m19.60s,51.2887780
WASP-94 A b,WASP-94 A,3.95019000,0.055000,17.710,158.91500,0.000000,1009.38,1604,F8,6170.00,1.48,[Fe/H],0.510,20h55m07.98s,313.7832393,-34d08m08.70s,-34.1357512
WASP-94 B b,WASP-94 B,2.00839000,0.033500,14.100,196.41100,0.000000,,,F9,6040.00,1.35,[Fe/H],0.351,20h55m09.19s,313.7882932,-34d08m08.61s,-34.1357240
WASP-95 b,WASP-95,2.18467000,0.034160,13.787,457.67520,0.000000,1362.14,1570,G2,5830.00,1.23,[Fe/H],0.178,22h29m49.88s,337.4578243,-48d00m11.16s,-48.0030988
WASP-96 b,WASP-96,3.42526020,0.045300,13.450,152.55000,0.000000,546.49,1285,G8,5540.00,1.05,[Fe/H],0.032,00h04m11.18s,1.0465696,-47d21m38.29s,-47.3606352
WASP-97 b,WASP-97,2.07276000,0.033030,12.778,432.24880,0.000000,1414.87,1555,G5,5640.00,1.08,[Fe/H],0.071,01h38m25.23s,24.6051389,-55d46m19.20s,-55.7720006
WASP-98 b,WASP-98,2.96264036,0.037620,12.823,293.03926,0.070000,269.88,1171,G7,5473.00,0.74,[Fe/H],-0.358,03h53m42.96s,58.4290113,-34d19m41.78s,-34.3282716
WASP-99 b,WASP-99,5.75251000,0.071700,11.433,772.32690,0.000000,828.83,1480,F8,6150.00,1.64,[Fe/H],0.543,02h39m35.44s,39.8976689,-50d00m29.50s,-50.0081934
WD 0806-661 b,WD 0806-661,,2500.000000,12.600,2542.62726,,,340,DQ,9552.00,,,,08h06m54.62s,121.7275683,-66d18m21.18s,-66.3058835
WD 1856+534 b,WD 1856+534,1.40794050,0.020400,10.400,4386.05400,0.000000,0.18,163,,4710.00,0.01,,-4.120,18h57m39.76s,284.4156750,+53d30m32.49s,53.5090244
WISE J033605.05-014350.4 b,WISE J033605.05-014350.4,2560.00000000,0.970000,12.600,2622.08436,,,325,,415.00,,,,03h36m05.05s,54.0210417,-01d43m50.5s,-1.7306944
WISEP J121756.91+162640.2 A b,WISEP J121756.91+162640.2 A,,8.000000,10.468,6992.00000,,,450,T8.5,575.00,0.09,,-6.090,12h17m56.91s,184.4871250,+16d26m40.2s,16.4445000
WTS-1 b,WTS-1,3.35205700,0.047000,16.700,1274.44000,0.100000,,1500,F6 V,6250.00,1.15,[Fe/H],0.088,19h35m56.41s,293.9850284,+36d17m46.66s,36.2962939
WTS-2 b,WTS-2,1.01870680,0.018550,15.278,355.96960,0.000000,2544.65,2000,K2 V,5000.00,0.75,[Fe/H],-0.288,19h34m55.87s,293.7327826,+36d48m55.78s,36.8154936
Wendelstein-1 b,Wendelstein-1,2.66341600,0.028200,11.561,188.15536,0.012000,113.61,2198,K7 V,4251.00,0.61,,-0.938,19h56m12.15s,299.0506412,+17d34m11.87s,17.5699627
Wendelstein-2 b,Wendelstein-2,1.75222390,0.023400,12.993,232.33373,0.057000,282.31,2470,K6 V,4591.00,0.66,,-0.834,19h51m09.82s,297.7909214,+16d54m45.24s,16.9125679
Wolf 1061 b,Wolf 1061,4.88690000,0.037500,1.210,1.91000,0.150000,7.34,,M3.5,3342.00,0.31,[Fe/H],-1.991,16h30m17.96s,247.5748276,-12d40m03.67s,-12.6676866
Wolf 1061 c,Wolf 1061,17.87190000,0.089000,1.660,3.41000,0.110000,1.30,,M3.5,3342.00,0.31,[Fe/H],-1.991,16h30m17.96s,247.5748276,-12d40m03.67s,-12.6676866
Wolf 1061 d,Wolf 1061,217.21000000,0.470000,2.690,7.70000,0.550000,0.06,,M3.5,3342.00,0.31,[Fe/H],-1.991,16h30m17.96s,247.5748276,-12d40m03.67s,-12.6676866
Wolf 1069 b,Wolf 1069,15.56400000,0.067200,1.080,1.26000,,0.65,250,M5.0 V,3158.00,0.18,[Fe/H],-2.531,20h26m05.82s,306.5242477,+58d34m31.10s,58.5753044
Wolf 503 b,Wolf 503,6.00127000,0.057120,2.043,6.27000,0.409000,64.70,789,K3.5 V,4716.00,0.69,[Fe/H],-0.676,13h47m23.09s,206.8461979,-06d08m21.61s,-6.1393369
XO-1 b,XO-1,3.94153000,0.048800,12.778,263.79890,0.000000,321.85,1210,G1 V,5750.00,0.88,[Fe/H],-0.086,16h02m11.83s,240.5492745,+28d10m10.65s,28.1696248
XO-2 N b,XO-2 N,2.61586178,0.036800,11.131,179.89178,0.028000,428.04,1328,K0 V,5340.00,0.99,,-0.088,07h48m06.42s,117.0267691,+50d13m30.53s,50.2251472
XO-2 S b,XO-2 S,18.15700000,0.130000,10.900,82.63580,0.180000,,,,5399.00,1.00,[Fe/H],-0.123,07h48m07.43s,117.0309753,+50d13m00.86s,50.2169068
XO-2 S c,XO-2 S,120.80000000,0.475600,13.600,435.40900,0.152800,,,,5399.00,1.02,[Fe/H],-0.123,07h48m07.43s,117.0309753,+50d13m00.86s,50.2169068
XO-3 b,XO-3,3.19154000,0.047600,15.805,2316.98070,0.290000,1033.99,1729,F5V,6429.00,1.54,[Fe/H],0.706,04h21m52.70s,65.4695814,+57d49m01.95s,57.8172095
XO-4 b,XO-4,4.12508000,0.055240,14.011,451.31860,0.000000,1036.53,1630,F5 V,6397.00,1.45,[Fe/H],0.536,07h21m33.13s,110.3880285,+58d16m05.19s,58.2681094
XO-5 b,XO-5,4.18775580,0.051500,12.780,378.20000,0.000000,397.48,1230,G8 V,5430.00,1.13,[Fe/H],-0.060,07h46m51.93s,116.7163868,+39d05m40.09s,39.0944695
XO-6 b,XO-6,3.76500070,0.081500,23.203,1398.45200,0.000000,588.31,1577,F5,6720.00,1.93,[Fe/H],0.536,06h19m10.31s,94.7929552,+73d49m39.24s,73.8275672
XO-7 b,XO-7,2.86414240,0.044210,15.390,225.34147,0.038000,1540.00,1743,G0 V,6250.00,1.48,[Fe/H],0.431,18h29m54.74s,277.4780753,+85d13m59.95s,85.2333208
YSES 2 b,YSES 2,,115.000000,12.700,2002.31896,,,,K1 V,4749.00,1.19,,-0.185,11h27m55.27s,171.9802779,-66d26m04.46s,-66.4345736
YZ Cet b,YZ Cet,2.02087000,0.016340,0.913,0.70000,0.060000,8.21,471,M4.5 V,3151.00,0.16,[Fe/H],-2.659,01h12m31.94s,18.1330792,-16d59m46.48s,-16.9962434
YZ Cet c,YZ Cet,3.05989000,0.021560,1.050,1.14000,0.000000,4.72,410,M4.5 V,3151.00,0.16,[Fe/H],-2.659,01h12m31.94s,18.1330792,-16d59m46.48s,-16.9962434
YZ Cet d,YZ Cet,4.65626000,0.028510,1.030,1.09000,0.070000,2.70,357,M4.5 V,3151.00,0.16,[Fe/H],-2.659,01h12m31.94s,18.1330792,-16d59m46.48s,-16.9962434
alf Ari b,alf Ari,380.80000000,1.200000,13.400,572.07000,0.250000,,,K2III,4553.00,13.90,[Fe/H],1.934,02h07m10.39s,31.7932860,+23d27m44.72s,23.4624210
alf Tau b,alf Tau,628.96000000,1.460000,12.700,2056.36010,0.100000,,,K5 III,4055.00,45.10,[Fe/H],2.672,04h35m55.24s,68.9801740,+16d30m33.12s,16.5092010
b Cen AB b,b Cen A,1790000.00000000,556.000000,12.400,3464.32964,0.400000,,,B2.5 V,,,,,14h41m57.55s,220.4897992,-37d47m37.08s,-37.7936323
bet Cnc b,bet Cnc,605.20000000,1.700000,12.600,2479.00000,0.080000,,,K4 III,4092.10,47.20,[Fe/H],2.900,08h16m30.87s,124.1286379,+09d11m07.19s,9.1853306
bet Pic b,bet Pic,8617.50952000,10.018000,18.495,3727.80939,0.106000,,1612,A5V,8038.68,1.54,[Fe/H],0.953,05h47m17.10s,86.8212337,-51d03m58.13s,-51.0661480
bet Pic c,bet Pic,1192.77951000,2.680000,12.500,3222.46222,0.314000,,,A5V,7890.00,2.01,[Fe/H],0.958,05h47m17.10s,86.8212337,-51d03m58.13s,-51.0661480
bet UMi b,bet UMi,522.30000000,1.400000,12.700,1938.70000,0.190000,,,K4 III,4126.00,38.30,[Fe/H],2.730,14h50m42.36s,222.6764950,+74d09m19.97s,74.1555480
eps CrB b,eps CrB,417.90000000,1.300000,12.700,2129.46100,0.110000,,,K2 III,4406.00,21.00,[Fe/H],2.235,15h57m35.16s,239.3965057,+26d52m39.42s,26.8776171
eps Eri b,eps Eri,2671.00000000,3.530000,14.100,209.76675,0.070000,,,K2 V,5020.38,0.76,[Fe/H],-0.419,03h32m54.82s,53.2284306,-09d27m29.42s,-9.4581715
eps Ind A b,eps Ind A,16510.00000000,11.550000,13.100,1032.94750,0.260000,,,K2 V,4754.00,0.78,[M/H],-0.622,22h03m29.14s,330.8714021,-56d47m48.85s,-56.7969023
eps Tau b,eps Tau,585.82000000,1.878000,12.700,2285.18625,0.076000,,,K0 III,4877.00,12.35,[Fe/H],1.893,04h28m37.12s,67.1546573,+19d10m49.00s,19.1802782
gam Cep b,gam Cep,903.30000000,2.050000,12.500,2987.58703,0.049000,,,K1 IV,4888.00,4.90,[Fe/H],1.073,23h39m20.60s,354.8358233,+77d37m59.16s,77.6331009
gam Lib b,gam Lib,414.88000000,1.319000,13.700,357.87479,0.160000,,,K0 III,4879.00,12.38,[Fe/H],1.897,15h35m31.65s,233.8818636,-14d47m22.21s,-14.7895020
gam Lib c,gam Lib,966.49000000,2.318000,12.800,1662.56040,0.065000,,,K0 III,4879.00,12.38,[Fe/H],1.897,15h35m31.65s,233.8818636,-14d47m22.21s,-14.7895020
gam Psc b,gam Psc,555.10000000,1.320000,13.600,425.89007,0.204000,,,G7 III,4742.00,11.20,[Fe/H],1.766,23h17m10.72s,349.2946794,+03d16m56.52s,3.2823664
gam1 Leo b,gam1 Leo,428.50000000,1.190000,12.500,2790.43000,0.144000,,,K1 IIIb Fe-0.5,4330.00,31.88,[M/H],2.510,10h19m58.37s,154.9932080,+19d50m29.00s,19.8413890
iot Dra b,iot Dra,510.85440000,1.453000,12.400,3756.73177,0.701000,,,K2 III,4504.00,11.79,[Fe/H],1.722,15h24m55.76s,231.2323227,+58d57m58.11s,58.9661403
